isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,text,polarity,subjectivity,len
9780451163936,0451163931,The Virtue of Selfishness,A New Concept of Egoism,Ayn Rand;Nathaniel Branden,Philosophy,http://books.google.com/books/content?id=vtGzoVxe0REC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a collection of essays that sets forth the moral principles of the author's philosophy, Objectivism.",1964.0,3.5,176.0,11122.0,virtue selfishness present collection essay set forth moral principles author philosophy objectivism,0.0,0.125,100
9780451185976,0451185978,The Langoliers,,Stephen King,Horror tales,http://books.google.com/books/content?id=fTIsuJUtuc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On a flight from Los Angeles to Boston, only 11 passengers survive--but landing in a dead world makes them wish they had not survived.",1995.0,3.92,761.0,262.0,langoliers flight los angeles boston passengers survive land dead world wish survive,-0.2,0.4,84
9780451190758,0451190750,Thinner,,Stephen King;Richard Bachman,Allegories,http://books.google.com/books/content?id=eEssEH-V3wYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For use in schools and libraries only. After an old gypsy woman is killed by his car, lawyer Billy Halleck is stricken with a flesh-wasting malady and must undertake a nightmarish journey to confront the forces of death.",1985.0,3.7,320.0,147510.0,thinner use school libraries old gypsy woman kill car lawyer billy halleck stricken flesh waste malady must undertake nightmarish journey confront force death,-0.05,0.1,158
9780451203267,0451203267,The Stranger Beside Me,,Ann Rule,True Crime,http://books.google.com/books/content?id=H1vTjY_9R4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the perspective of the former policewoman, crime writer, and unknowing personal friend, tells the story of Ted Bundy, a brilliant law student executed for killing three women, who confessed to killing thirty-five others.",2001.0,4.14,550.0,47930.0,stranger beside perspective former policewoman crime writer unknowing personal friend tell story ted bundy brilliant law student execute kill three women confess kill thirty five others,0.3,0.43333333333333335,185
9780451206701,0451206703,Blessings from the Other Side,Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne;Lindsay Harrison,"Body, Mind & Spirit",http://books.google.com/books/content?id=IWqaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The noted psychic assembles a collection of reflections on forgiveness, celebrations, anniversaries, and the holidays.",2002.0,3.95,208.0,38.0,bless side note psychic assemble collection reflections forgiveness celebrations anniversaries holiday,0.0,0.0,102
9780451207357,0451207351,The Love You Make,An Insider's Story of the Beatles,Peter Brown;Steven S. Gaines,Biography & Autobiography,http://books.google.com/books/content?id=KNhjqGbX-I0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A close friend and business manager for the legendary group portrays the personal lives of the members of the Beatles, from their youth in Liverpool to their rise to success in the world of pop music to the death of John Lennon in 1980. Reprint.",1983.0,4.09,464.0,2438.0,love close friend business manager legendary group portray personal live members beatles youth liverpool rise success world pop music death john lennon reprint,0.38727272727272727,0.4800000000000001,159
9780451208644,0451208641,Black Like Me,,John Howard Griffin,Biography & Autobiography,http://books.google.com/books/content?id=sFhLPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A white writer recounts his experiences in the American South following treatments that darkened his skin and shares his thoughts on the problems of prejudice and racial injustice.,1996.0,4.13,208.0,52092.0,black like white writer recount experience american south follow treatments darken skin share thoughts problems prejudice racial injustice,-0.05555555555555555,0.14444444444444446,138
9780451209795,0451209796,Codebreakers' Victory,How the Allied Cryptographers Won World War II,Hervie Haufler,History,http://books.google.com/books/content?id=mhJnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first ever comprehensive look at World War II codebreaking and how it changed history, veteran cryptographer Haufler's accessible account is ground-breaking work based on years of research and interviews and the mining of previously top-secret archives. In compelling detail, Haufler shows us how cryptography brought the Japanese and Germans to their knees as only one who fought on the frontlines of this 'secret war' could tell it.",2003.0,4.15,352.0,39.0,codebreakers victory first ever comprehensive look world war codebreaking change history veteran cryptographer hauflers accessible account grind break work base years research interview mine previously top secret archive compel detail haufler show cryptography bring japanese germans knees one fight frontlines secret war could tell,-0.05937500000000001,0.4510416666666667,332
9780451211477,0451211472,Night Over Water,,Ken Follett,FICTION,http://books.google.com/books/content?id=zKc_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An English aristocrat, a German scientist, a murderer, a thief, and a beautiful woman are among the desperate passengers who board the most luxurious airliner ever built to escape from England just two days after the 1939 declaration of war against Germany. Reprint. 12,000 first printing.",2004.0,3.81,448.0,13965.0,night water english aristocrat german scientist murderer thief beautiful woman among desperate passengers board luxurious airliner ever build escape england two days declaration war germany reprint first print,0.1,0.4666666666666667,209
9780451213099,0451213092,On Wings of Eagles,,Ken Follett,History,http://books.google.com/books/content?id=D4g-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Recreates the harrowing, real-life adventure of the successful prison break engineered by Col. Bull Simons, a World War II and Vietnam commando, who rescued two Texans imprisoned in a Teheran jail on behalf of Ross Perot. Reprint.",2004.0,3.93,416.0,7462.0,wing eagle recreate harrow real life adventure successful prison break engineer col bull simons world war vietnam commando rescue two texans imprison teheran jail behalf ross perot reprint,0.2833333333333333,0.4166666666666667,188
9780451217608,0451217608,Bitter is the New Black,"Confessions of a Condescending, Egomaniacal, Self-centered Smart-ass, Or, why You Should Never Carry a Prada Bag to the Unemployment Office : a Memoir",Jen Lancaster,Biography & Autobiography,http://books.google.com/books/content?id=p-fEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A hilarious memoir chronicles the adventures and misadventures of a woman whose perfect life, perfect job, and perfect man vanish when she goes from a six-figures career to unemployment. Original.",2006.0,3.9,400.0,43933.0,bitter black hilarious memoir chronicle adventure misadventures woman whose perfect life perfect job perfect man vanish six figure career unemployment original,0.5154761904761905,0.8119047619047619,159
9780451221254,0451221257,"Bright Lights, Big Ass","A Self-indulgent, Surly Ex-sorority Girl's Guide to why it Often Sucks in the City, Or, Who are These Idiots and why Do They All Live Next Door to Me?",Jen Lancaster,Biography & Autobiography,http://books.google.com/books/content?id=mpSuFnlGo5MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A hilarious new memoir by the best-selling author of Bitter Is the New Black chronicles the not-so-wonderful moments of her life in the big city, from reporting rude neighbors to Homeland Security or harboring a crush on her grocery store clerk, to fighting and losing the Battle of the Stairmaster. Original.",2007.0,4.06,380.0,28477.0,bright light big ass hilarious memoir best sell author bitter black chronicle wonderful moments life big city report rude neighbor homeland security harbor crush grocery store clerk fight lose battle stairmaster original,0.3098484848484849,0.5712121212121212,220
9780451527455,0451527453,Great Dialogues of Plato,,Plato,Philosophy,http://books.google.com/books/content?id=gUja4HKRVe0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new translation of the complete texts of the Republic, Apology, Crito Phaido, Ion, Meno, and Symposium reveals the genius of Plato as he struggled with education, justice, the ""philosopher king,"" and utopian visions of society. Reprint. BAKER & TAYLOR Bks",1999.0,4.16,528.0,1891.0,great dialogues plato translation complete texts republic apology crito phaido ion meno symposium reveal genius plato struggle education justice philosopher king utopian visions society reprint baker taylor bks,0.45,0.575,210
9780451527929,0451527925,Paradise Lost and Paradise Regained,,John Milton,Poetry,http://books.google.com/books/content?id=BdQYA3-EhmkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the complete texts of the seventeenth-century English poet's two great epic poems about creation, fall, and redemption of humankind and the moral and spiritual dilemmas of God's judgment. Reprint.",2001.0,4.08,357.0,320.0,paradise lose paradise regain present complete texts seventeenth century english poets two great epic poems creation fall redemption humankind moral spiritual dilemmas gods judgment reprint,0.14285714285714285,0.27619047619047615,189
9780451528834,0451528832,Grade 4 Common Core Exemplar Collection,,,English language,,"""Common Core Classroom Collections include a mix of titles representing the level of complexing and quality required by the Common Core State Standards""--Publisher's website.",,4.13,281.0,1709.0,grade common core exemplar collection common core classroom collections include mix title represent level complexing quality require common core state standards publishers website,-0.3,0.5,179
9780451529510,0451529510,The Travels of Marco Polo,,Marco Polo;Milton Rugoff;Howard Mittelmark,Biography & Autobiography,http://books.google.com/books/content?id=UbaqNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicling the 13th-century world from Venice, his birthplace, to the far reaches of Asia, Marco Polo tells of the foreign peoples he meets as he travels by foot, horse, and boat through places including Persia, Tibet, India, and, finally, China. This edition includes a new Introduction and a new Foreword. Original.",2004.0,3.59,297.0,64.0,travel marco polo chronicle century world venice birthplace far reach asia marco polo tell foreign people meet travel foot horse boat place include persia tibet india finally china edition include introduction foreword original,0.0875,0.71875,227
9780451530370,0451530373,"Chekhov, the Major Plays",,Anton Pavlovich Chekhov,Drama,http://books.google.com/books/content?id=RvdPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This volume includes the classic plays Ivanov (1889), The Sea Gull (1896), Uncle Vanya (1902), Three Sisters (1901), and The Cherry Orchard (1904); each a masterwork of naturalistic drama.",2006.0,4.18,406.0,94.0,chekhov major play volume include classic play ivanov sea gull uncle vanya three sisters cherry orchard masterwork naturalistic drama,0.20972222222222223,0.4222222222222222,133
9780451530387,0451530381,The Autobiography of Andrew Carnegie and the Gospel of Wealth,,Andrew Carnegie,Biography & Autobiography,http://books.google.com/books/content?id=xkblhKZ7tg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses the life and work of Andrew Carnegie, describing how he left Scotland at age thirteen, began a menial job at a bobbin factory, and eventually amassed a fortune, most of which he gave to charitable causes.",2006.0,4.0,336.0,346.0,autobiography andrew carnegie gospel wealth discuss life work andrew carnegie describe leave scotland age thirteen begin menial job bobbin factory eventually amass fortune give charitable cause,0.6,0.8,193
9780452007178,0452007178,Four Plays,,Aristophanes,Drama,http://books.google.com/books/content?id=VR-vw70l8QcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Classic Greek plays offer a caricature of Socrates, a flawed utopia, a clever plan to gain peace, and a debate between deceased playwrights",1984.0,4.06,624.0,5986.0,four play classic greek play offer caricature socrates flaw utopia clever plan gain peace debate decease playwrights,0.1111111111111111,0.3333333333333333,116
9780452011670,0452011671,The Oedipus Plays of Sophocles,"Oedipus the King, Oedipus at Colonus, Antigone",Sophocles;Paul Roche,Drama,http://books.google.com/books/content?id=9g55SgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Contains the complete texts of Sophocles' Theban trilogy about a noble family's fall from wealth and power by pride, incest, suicide, and murder.",1996.0,3.9699999999999998,288.0,529.0,oedipus play sophocles contain complete texts sophocles theban trilogy noble familys fall wealth power pride incest suicide murder,0.35,0.65,130
9780452011878,0452011876,Atlas Shrugged,,Ayn Rand,Capitalism,http://books.google.com/books/content?id=TecPMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The decisions of a few industrial leaders shake the roots of capitalism and reawaken man's awareness of himself as an heroic being.,1957.0,3.68,1168.0,311883.0,atlas shrug decisions industrial leaders shake root capitalism reawaken man awareness heroic,0.7,0.9,92
9780452268180,0452268184,When Food is Love,Exploring the Relationship Between Eating and Intimacy,Geneen Roth,Family & Relationships,http://books.google.com/books/content?id=ICute3VbMQcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An examination of the link between eating disorders and the need for intimacy explains how eating disorders sabotage intimate relationships and why many people overeat to satisfy their emotional hunger. Reprint. 50,000 first printing.",1992.0,4.04,224.0,1474.0,food love examination link eat disorder need intimacy explain eat disorder sabotage intimate relationships many people overeat satisfy emotional hunger reprint first print,0.29,0.5366666666666667,171
9780452270831,0452270839,Feeding the Hungry Heart,The Experience of Compulsive Eating,Geneen Roth,Health & Fitness,http://books.google.com/books/content?id=Ba4EAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes the experiences of compulsive eaters, examines their obsessions with both food and thinness, and tells how to change one's attitude about eating. Reissue.",1993.0,3.9699999999999998,224.0,717.0,feed hungry heart describe experience compulsive eaters examine obsessions food thinness tell change ones attitude eat reissue,0.0,0.0,126
9780452270848,0452270847,Breaking Free from Compulsive Eating,,Geneen Roth,Self-Help,http://books.google.com/books/content?id=ECphPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides the support and practical advice necessary for readers to restructure their bad eating patterns.,1984.0,4.01,224.0,179.0,break free compulsive eat provide support practical advice necessary readers restructure bad eat pattern,-0.09999999999999994,0.8222222222222223,104
9780452273085,0452273080,For Keeps,,Pauline Kael,Performing Arts,http://books.google.com/books/content?id=2HlVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of film reviews, most of them originally published in the ""New Yorker,"" selected from the author's previous collections, covers movies from ""Hud"" to ""Dances with Wolves""",1996.0,4.47,1312.0,360.0,keep collection film review originally publish yorker select author previous collections cover movies hud dance wolves,0.10416666666666667,0.4583333333333333,118
9780452274426,0452274427,In the Time of the Butterflies,,Julia Alvarez,Dominican Republic,http://books.google.com/books/content?id=kzozxAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The life and death of three revolutionary sisters in the Dominican Republic, told by a surviving fourth. One by one the Mirabal Sisters, as they were known, join the opposition to the Trujillo dictatorship in the 1950s, suffering imprisonment and torture while their men watch powerless. They are released, then one night their jeep is ambushed. A story based on real events by the author of How the Garcia Girls Lost Their Accents.",1994.0,4.14,324.0,44546.0,butterfly life death three revolutionary sisters dominican republic tell survive fourth one one mirabal sisters know join opposition trujillo dictatorship suffer imprisonment torture men watch powerless release one night jeep ambush story base real events author garcia girls lose accent,-0.275,0.55,287
9780452276963,0452276969,The McDougall Quick and Easy Cookbook,Over 300 Delicious Low-Fat Recipes You Can Prepare in Fifteen Minutes Or Less,John A. McDougall;Mary McDougall,Cooking,http://books.google.com/books/content?id=OUk4swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The authors of The McDougall Program and The McDougall Program for a Healthy Heart present more than three hundred delicious, easy-to-prepare recipes for wholesome salads, appetizers, main and side dishes, and desserts, all of which are meatless, dairyless, and virtually fat-free. Reprint.",1999.0,3.98,336.0,294.0,mcdougall quick easy cookbook author mcdougall program mcdougall program healthy heart present three hundred delicious easy prepare recipes wholesome salads appetizers main side dish desserts meatless dairyless virtually fat free reprint,0.4083333333333333,0.6,237
9780452278158,0452278155,Savage Love,Straight Answers from America's Most Popular Sex Columnist,Dan Savage,Self-Help,http://books.google.com/books/content?id=iWmsV0n0mNYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An original and funny thinker, trashing around in the playground of human sexuality, Savage advises on a wide range of titillating topics.",1998.0,3.84,352.0,885.0,savage love original funny thinker trash around playground human sexuality savage advise wide range titillate topics,0.205,0.5700000000000001,116
9780452278875,0452278872,Journals of Ayn Rand,,Ayn Rand;Leonard Peikoff;David Harriman,Biography & Autobiography,http://books.google.com/books/content?id=HKivDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The private journals of one of the most influential writers of the twentieth century reveal the progression of Rand's literary and philosophical ideals,1999.0,3.95,752.0,307.0,journals ayn rand private journals one influential writers twentieth century reveal progression rands literary philosophical ideals,0.03333333333333333,0.15833333333333333,131
9780452280670,0452280672,Something to Declare,,Julia Alvarez,Literary Criticism,http://books.google.com/books/content?id=MStSPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author traces her life as the daughter of immigrants from the Dominican Republic and her efforts to assimilate and to become a writer.,1999.0,3.98,300.0,711.0,something declare author trace life daughter immigrants dominican republic efforts assimilate become writer,0.0,0.0,107
9780452281325,0452281326,The Feeling Good Handbook,,David D. Burns,Psychology,http://books.google.com/books/content?id=akVIQFz0Cx4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses how to overcome fears, phobias, and panic attacks; improve intimate communication, and cope with anxiety disorders, and includes information about commonly prescribed psychiatric drugs",1999.0,4.0,729.0,4666.0,feel good handbook discuss overcome fear phobias panic attack improve intimate communication cope anxiety disorder include information commonly prescribe psychiatric drug,0.19999999999999996,0.5666666666666668,170
9780452282179,0452282179,Hot Chocolate for the Mystical Lover,101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford,"Body, Mind & Spirit",http://books.google.com/books/content?id=IUkMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a collection of 101 true-life stories about couples who have been brought together by divine intervention and other miraculous events.,2001.0,4.11,412.0,36.0,hot chocolate mystical lover present collection true life stories couple bring together divine intervention miraculous events,0.19999999999999998,0.5,125
9780452284234,0452284236,1984,,George Orwell,London (England),http://books.google.com/books/content?id=Ocq6hABFxOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Portrays a terrifying vision of life in the future when a totalitarian government, considered a ""Negative Utopia,"" watches over all citizens and directs all activities, becoming more powerful as time goes by.",2003.0,4.17,339.0,9298.0,portray terrify vision life future totalitarian government consider negative utopia watch citizens direct activities become powerful,0.025,0.48125,132
9780452284555,0452284554,Riding the Bus with My Sister,A True Life Journey,Rachel Simon,Biography & Autobiography,http://books.google.com/books/content?id=ZcVHPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author describes the year she spent riding the buses of her Pennsylvania city with her sister, and how taking part in those journeys allowed her to slow down her life and develop stronger interpersonal connections.",2003.0,3.75,304.0,5020.0,rid bus sister author describe year spend rid bus pennsylvania city sister take part journey allow slow life develop stronger interpersonal connections,-0.30000000000000004,0.39999999999999997,151
9780452284982,0452284988,A Long Short War,The Postponed Liberation of Iraq,Christopher Hitchens,Political Science,http://books.google.com/books/content?id=Oc9laDDP6M8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents an eyewitness account of the 2003 war in Iraq while arguing that the war actually began in 1990 when Saddam Hussein invaded Kuwait, and discusses how the conflict has divided public opinion.",2002.0,3.74,112.0,363.0,long short war present eyewitness account war iraq argue war actually begin saddam hussein invade kuwait discuss conflict divide public opinion,-0.01,0.1733333333333333,143
9780452288195,0452288193,War and Peace and War,The Rise and Fall of Empires,Peter Turchin,History,http://books.google.com/books/content?id=cOXJjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Argues that the key to the formation of an empire lies in a society's capacity for collective action, resulting from people banding together to confront a common enemy, and describing how the growth of empires leads to a growing dichotomy between rich and poor, increasing conflict instead of cooperation, and inevitable dissolution. Reprint. 25,000 first printing.",2007.0,4.15,416.0,252.0,war peace war argue key formation empire lie societys capacity collective action result people band together confront common enemy describe growth empires lead grow dichotomy rich poor increase conflict instead cooperation inevitable dissolution reprint first print,0.0035714285714285704,0.6119047619047618,265
9780465003129,0465003125,The Sword and the Shield,The Mitrokhin Archive and the Secret History of the KGB,Christopher Andrew;Vasili Mitrokhin,History,http://books.google.com/books/content?id=9TWUAQ7Xof8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A fascinating description of a treasure trove of secret documents found by the FBI offers facts about every country in the world, as well as information that contributes to the history of the last century. Reprint. 60,000 first printing.",1999.0,3.93,736.0,1085.0,sword shield fascinate description treasure trove secret document find fbi offer facts every country world well information contribute history last century reprint first print,-0.05000000000000001,0.36666666666666664,175
9780465007806,0465007805,The Clock Of The Long Now,Time and Responsibility,Stewart Brand,Philosophy,http://books.google.com/books/content?id=9Q18tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Using the designing and building of the Clock of the Long Now as a framework, this is a book about the practical use of long time perspective: how to get it, how to use it, how to keep it in and out of sight. Here are the central questions it inspires: How do we make long-term thinking automatic and common instead of difficult and rare? Discipline in thought allows freedom. One needs the space and reliability to predict continuity to have the confidence not to be afraid of revolutions Taking the time to think of the future is more essential now than ever, as culture accelerates beyond its ability to be measured Probable things are vastly outnumbered by countless near-impossible eventualities. Reality is statistically forced to be extraordinary; fiction is not allowed this freedom This is a potent book that combines the chronicling of fantastic technology with equally visionary philosophical inquiry.",2000.0,4.11,208.0,508.0,clock long use design build clock long framework practical use long perspective use keep sight central question inspire long term think automatic common instead difficult rare discipline think allow freedom one need space reliability predict continuity confidence afraid revolutions take think future essential ever culture accelerate beyond ability measure probable things vastly outnumber countless near impossible eventualities reality statistically force extraordinary fiction allow freedom potent combine chronicle fantastic technology equally visionary philosophical inquiry,-0.03166666666666665,0.5562500000000001,580
9780465008025,046500802X,The Evolution of Desire,Strategies of Human Mating,David M. Buss,Health & Fitness,http://books.google.com/books/content?id=Ns9rNl3am34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,David Buss updates his classic study of the origin of human mating behavior with fascinating new research.,2003.0,4.07,354.0,1320.0,evolution desire david bus update classic study origin human mat behavior fascinate research,0.08333333333333333,0.13333333333333333,92
9780465014873,0465014879,Crime And Punishment In American History,,Lawrence Friedman,Law,http://books.google.com/books/content?id=ynzODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the criminal justice system from colonial times to the present argues that the evolution of the criminal justice system has reflected transformations in American culture, economics, politics, and social structure",1994.0,3.89,590.0,108.0,crime punishment american history history criminal justice system colonial present argue evolution criminal justice system reflect transformations american culture economics politics social structure,-0.1277777777777778,0.19444444444444445,199
9780465014903,0465014909,The Culture of Fear,Why Americans Are Afraid of the Wrong Things,Barry Glassner,Social Science,http://books.google.com/books/content?id=E6n9rZokBXQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"There has never been another era in modern history, even during wartime or the Great Depression, when so many people have feared so much. Three out of four Americans say they feel more fearful today then they did twenty years ago. The Culture of Fear describes the high costs of living in a fear-ridden environment where realism has become rarer than doors without deadbolts.Why do we have so many fears these days? Are we living in exceptionally dangerous times? To watch the news, you'd certainly think so, but Glassner demonstrates that it is our perception of danger that has increased, not the actual level of risk. The Culture of Fear is an expose of the people and organizations that manipulate our perceptions and profit from our fears: politicians who win elections by heightening concerns about crime and drug use even as rates for both are declining; advocacy groups that raise money by exaggerating the prevalence of particular diseases; TV newsmagazines that monger a new scare every week to garner ratings.Glassner spells out the prices we pay for social panics: the huge sums of money that go to waste on unnecessary programs and products as well as time and energy spent worrying about our fears.",2000.0,3.7,210.0,3025.0,culture fear never another era modern history even wartime great depression many people fear much three four americans feel fearful today twenty years ago culture fear describe high cost live fear ride environment realism become rarer doors without deadbolts many fear days live exceptionally dangerous watch youd certainly think glassner demonstrate perception danger increase actual level risk culture fear expose people organizations manipulate perceptions profit fear politicians win elections heighten concern crime drug use even rat decline advocacy group raise money exaggerate prevalence particular diseases newsmagazines monger scare every week garner rat glassner spell price pay social panic huge sum money waste unnecessary program products well energy spend worry fear,0.11927849927849923,0.4978571428571429,781
9780465016907,0465016901,The Drama of the Gifted Child,The Search for the True Self,,Psychology,http://books.google.com/books/content?id=TgtTzYqHdEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Why are many of the most successful people plagued by feelings of emptiness and alienation? This wise and profound book has provided thousands of readers with an answer—and has helped them to apply it to their own lives.Far too many of us had to learn as children to hide our own feelings, needs, and memories skillfully in order to meet our parents’ expectations and win their ”love.” Alice Miller writes, ”When I used the word ’gifted’ in the title, I had in mind neither children who receive high grades in school nor children talented in a special way. I simply meant all of us who have survived an abusive childhood thanks to an ability to adapt even to unspeakable cruelty by becoming numb… Without this ’gift’ offered us by nature, we would not have survived.” But merely surviving is not enough. The Drama of the Gifted Child helps us to reclaim our life by discovering our own crucial needs and our own truth.",1997.0,4.09,144.0,11373.0,drama gift child many successful people plague feel emptiness alienation wise profound provide thousands readers answer help apply live far many learn children hide feel need memories skillfully order meet parent expectations win love alice miller write use word gift title mind neither children receive high grade school children talented special way simply mean survive abusive childhood thank ability adapt even unspeakable cruelty become numb without gift offer nature would survive merely survive enough drama gift child help reclaim life discover crucial need truth,0.22790234275528393,0.7087605042016807,571
9780465016914,046501691X,Drama Of The Gifted,,Alice Miller,Psychology,http://books.google.com/books/content?id=bWHZ4krDO1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines the cyclical patterns of parental exploitation and the resulting loss of self-esteem in their children.,1990.0,4.09,118.0,94.0,drama gift examine cyclical pattern parental exploitation result loss self esteem children,0.0,0.0,90
9780465017744,0465017746,After Theory,,Terry Eagleton,Literary Collections,http://books.google.com/books/content?id=aJiNswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As heralded everywhere from NPR to the pages of the New York Times Magazine, a new era is underway in our colleges and universities: after a lengthy tenure, the dominance of postmodern theory has come to an end. In this timely and topical book, the legendary Terry Eagleton (""one of [our] best-known public intellectuals.""-Boston Globe) traces the rise and fall of these ideas from the 1960s through the 1990s, candidly assessing the resultant gains and losses. What's needed now, After Theory argues, is a return to the big questions and grand narratives. Today's global politics demand we pay attention to a range of topics that have gone ignored by the academy and public alike, from fundamentalism to objectivity, religion to ethics. Fresh, provocative, and consistently engaging, Eagleton's latest salvo will challenge everyone looking to better grasp the state of the world.",2004.0,3.83,240.0,756.0,theory herald everywhere npr page york magazine era underway colleges universities lengthy tenure dominance postmodern theory come end timely topical legendary terry eagleton one best know public intellectuals boston globe trace rise fall ideas candidly assess resultant gain losses whats need theory argue return big question grand narratives todays global politics demand pay attention range topics ignore academy public alike fundamentalism objectivity religion ethics fresh provocative consistently engage eagletons latest salvo challenge everyone look better grasp state world,0.3576923076923077,0.4256410256410257,581
9780465023950,0465023959,The Pleasure of Finding Things Out,The Best Short Works of Richard P. Feynman,Richard Phillips Feynman,Science,http://books.google.com/books/content?id=s6LzV_U6PskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of short works by the noted scientist includes his report on the space shuttle Challenger disaster and his Nobel Prize acceptance speech.,1999.0,4.25,270.0,8014.0,pleasure find things collection short work note scientist include report space shuttle challenger disaster nobel prize acceptance speech,0.0,0.3,136
9780465024964,0465024963,The Classical World,An Epic History from Homer to Hadrian,Robin Lane Fox,History,http://books.google.com/books/content?id=Srhcjy8JTaEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Armies and empires, statesmen and tyrants--the acclaimed historian Robin Lane Fox vividly recounts the history of two great civilizations and one thousand years that forged the Western world",2005.0,3.92,672.0,1222.0,classical world armies empires statesmen tyrants acclaim historian robin lane fox vividly recount history two great civilizations one thousand years forge western world,0.23125,0.375,168
9780465031269,0465031269,Why is sex fun?,the evolution of human sexuality,Jared M. Diamond,Health & Fitness,http://books.google.com/books/content?id=e7IPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Why are humans one of the few species to have sex in private? Why are human females the only mammals to go through menopause? Why is the human penis so unnecessarily large? There is no more knowledgeable authority than the award-winning author of THE THIRD CHIMPANZEE to answer these intriguing questions. Here is a delightfully entertaining and enlightening look at the unique sex lives of humans.,1997.0,3.71,176.0,4256.0,sex fun humans one species sex private human females mammals menopause human penis unnecessarily large knowledgeable authority award win author third chimpanzee answer intrigue question delightfully entertain enlighten look unique sex live humans,0.282564935064935,0.41035714285714286,246
